functionSource,label,annotator1,annotator2
"    }
      if (ci == NULL)
      ci = stdin;
	continue;
    if (!strcmp(argv[i], ""-"")) {
    compile_main(ci, co);
      ci = fopen(argv[i], ""r"");
  FILE *ci, *co;
      printf(""listening on stdin\n"");
    } else {
      printf(""importing %s\n"", argv[i]);
import_cmdline_files(int argc, char *argv[]) {
  co = stdout;
}
  for (i = 0; i < argc; i++) {
  int i;
  }",3,1,1
"			continue;
				use_real_mode = 1;
			if (strcmp(arg, ""--realmode"") == 0) {
main(int argc, char **argv)
	show_absolute_syms = 0;
	return 0;
	fname = NULL;
				show_absolute_relocs = 1;
	int show_absolute_syms, show_absolute_relocs;
		process_64(fp, use_real_mode, as_text,
	use_real_mode = 0;
		}
				continue;
	int as_text, use_real_mode;
	if (e_ident[EI_CLASS] == ELFCLASS64)
	show_absolute_relocs = 0;
				as_text = 1;
		if (*arg == '-') {
	}
			   show_absolute_syms, show_absolute_relocs);
{
		usage();
	if (!fp) {
		process_32(fp, use_real_mode, as_text,
	rewind(fp);
				continue;
	as_text = 0;
			if (strcmp(arg, ""--abs-syms"") == 0) {
	if (!fname) {
			}
	}
	}
	unsigned char e_ident[EI_NIDENT];
		char *arg = argv[i];
		}
			}
		usage();
			fname = arg;
		die(""Cannot read %s: %s"", fname, strerror(errno));
	}
	fclose(fp);
	else
			}
			   show_absolute_syms, show_absolute_relocs);
	fp = fopen(fname, ""r"");
				continue;
	const char *fname;
			if (strcmp(arg, ""--text"") == 0) {
			}
			if (strcmp(arg, ""--abs-relocs"") == 0) {
	int i;
	FILE *fp;
				show_absolute_syms = 1;
				continue;
		die(""Cannot open %s: %s\n"", fname, strerror(errno));
		else if (!fname) {
	if (fread(&e_ident, 1, EI_NIDENT, fp) != EI_NIDENT) {
}
	for (i = 1; i < argc; i++) {",3,1,1
"}
        if (!strcmp (""glustershd"", server))
{
        GF_ASSERT (this);
        else if (!strcmp (""nfs"", server))
        xlator_t        *this = NULL;
        int             ret   = 0;
                priv->shd->rpc = rpc;
                priv->nfs->rpc = rpc;
        priv = this->private;
        return ret;
        GF_ASSERT (priv->shd);
        GF_ASSERT (priv);
        glusterd_conf_t *priv = NULL;
        this = THIS;
        GF_ASSERT (priv->nfs);
glusterd_nodesvc_set_rpc (char *server, struct rpc_clnt *rpc)",3,1,1
"	}
		*port_ptr = 0;
	if (port_ptr)
	if (*path == ':') {
			*port_ptr = RSYNC_PORT;
check_for_hostspec(char *s, char **host_ptr, int *port_ptr)
	if (port_ptr && strncasecmp(URL_PREFIX, s, strlen(URL_PREFIX)) == 0) {
		}
		if (port_ptr && !*port_ptr)
{
				*port_ptr = RSYNC_PORT;
	*host_ptr = parse_hostspec(s, &path, NULL);
		return path + 1;
	return path;
	}
	char *path;
			return path;
	if (!*host_ptr)
}
		return NULL;
		*host_ptr = parse_hostspec(s + strlen(URL_PREFIX), &path, port_ptr);
		if (*host_ptr) {
			if (!*port_ptr)",3,1,1
"opt_get_multicast(struct tftp_opt *options, char *addr, int *port, int *mc)
          string = strdup(options[OPT_MULTICAST].value);
     char *string = NULL;
          else
     char *token = NULL;
     {
          else
          }
                    return ERR;
                    free(string);
{
               Strncpy(addr, token, IPADDRLEN);
          {
                    return ERR;
          {
          free(string);
          {
          return *mc;
          else
          if ((token = strtok_r(string, "","", &temp)) == NULL)
     char *temp = NULL;
               *port = atoi(token);
          }
     if (options[OPT_MULTICAST].enabled && options[OPT_MULTICAST].specified)
               return ERR;
     }
               }
               free(string);
               return ERR;
                    free(string);
          {
          /* get second argument */
          }
          if ((token = strtok_r(NULL, "","", &temp)) == NULL)
               if ((*port < 0) || (*port > 65536))
               {
               }
          /* get first argument */
               {
          if ((token = strtok_r(NULL, "","", &temp)) == NULL)
               free(string);
          {
     return ERR;
          }
               free(string);
          /* get third (last) argument */
               return ERR;
               *mc = atoi(token);
          }
               if ((*mc != 0) && (*mc != 1))
}",3,1,1
"		       i, infile);
	  char *newpwentry;
  for (i = 1; (line = read_line (input, NULL)) != NULL; i++)
		  free (newpwentry);
	{
      else
			   ""MD5 encryption not supported on this system.\n"");
	      free (newpwentry);
    {
    }
process_file (char *infile, char *outfile, int crypttype)
      if (strncmp (line, ""#"", 1) == 0
		  fprintf (stderr, ""Error: ""
  fclose(input);
	    }
    {
  if (outfile == NULL)
{
      return 1;
      output = stdout;
	      free (line);
  int i;
  if ((input = fopen (infile, ""r"")) == NULL)
	      return 1;
	}
		  return 1;
		       username, newpwentry, level, dbs);
      perrorf (""Can't open the file `%s' for input"", infile);
    }
  char *line;
	  free (line);
  FILE *output;
  fclose(output);
		       ""Error: Unable to decode line %d of the file `%s'.\n"",
	  char *username, *password, *level, *dbs;
		{
      perrorf (""Can't open the file `%s' for output"", outfile);
  FILE *input;
    {
	}
	  if (parse_entry (line, &username, &password, &level, &dbs))
	    {
	      fprintf (output, ""%s:%s:%s:%s\n"",
	  else
      return 1;
		  free (line);
	{
}
  else if ((output = fopen (outfile, ""w"")) == NULL)
	      if (encrypt_ (password, crypttype, &newpwentry) == 1)
  return 0;
	  || (strspn (line, "" \t\r\n"") == strlen (line)))
	  fprintf (output, ""%s"", line);
    {
    }
	    }
		}
	    {
	      fprintf (stderr,
    }",3,1,1
"	opt = gf_cfg_get_key(term->user->config, ""Network"", ""HTTPRebuffer"");
	if (!ifce) return NULL;
	serv->term = term;
	char *sURL;
	GF_DownloadSession *download_session = NULL;
	return serv;
	serv->download_rebuffer = atoi(opt);
	GF_SAFEALLOC(serv, GF_ClientService);
	serv->auto_rebuffer = !strcmp(opt, ""yes"") ? 1 : 0;
	serv->url = sURL;
	if (!opt) {
	const char *opt;
	GF_ClientService *serv;
	gf_list_add(term->net_services, serv);
}
		gf_cfg_set_key(term->user->config, ""Network"", ""HTTPAutoRebuffer"", ""no"");
	opt = gf_cfg_get_key(term->user->config, ""Network"", ""HTTPAutoRebuffer"");
	serv->owner = owner;
gf_term_service_new(GF_Terminal *term, struct _od_manager *owner, const char *url, const char *parent_url, GF_Err *ret_code)
	if (!opt) {
	serv->dnloads = gf_list_new();
	serv->ifce = ifce;
	serv->Clocks = gf_list_new();
		opt = ""5000"";
{
		gf_cfg_set_key(term->user->config, ""Network"", ""HTTPRebuffer"", ""5000"");
	GF_InputService *ifce = gf_term_can_handle_service(term, url, parent_url, 0, &sURL, ret_code, &download_session);
	}
	serv->pending_service_session = download_session;
		opt = ""no"";
	}",3,1,1
"    /* Check that the file is secure */
{
     * see a configuration file that ought to be there.
       fclose(yyin);	/* not checking this should be safe, file mode was r */
	report(stderr, ""open: %s: %s\n"", pathname, strerror(errno));
     * Croak if the configuration directory does not exist.
     * rather than plain ENOENT in this case...
    if (prc_errflag) 
    else
    if (strcmp(pathname, ""-"") == 0)
    /*
     * that all implementations of lstat() will return ENOTDIR
	return(PS_IOERR);
    yyparse();		/* parse entire file */
    prc_errflag = 0;
    if (yyin != stdin)
    }
     */
    if (errno == ENOTDIR)
     * This probably means an NFS mount failed and we can't
    errno = 0;
	return(prc_errflag);
prc_parse_file (const char *pathname, const flag securecheck)
    else if ((yyin = fopen(pathname,""r"")) == (FILE *)NULL) {
    else if (errno == ENOENT)
    /* Open the configuration file and feed it to the lexer. */
	yyin = stdin;
	return(PS_IOERR);
}
	return(PS_SUCCESS);
	return(PS_SYNTAX);
    querylist = hosttail = (struct query *)NULL;
     * Question: is this a portable check? It's not clear
    if ( (prc_errflag = prc_filecheck(pathname, securecheck)) != 0 )
	return(PS_SUCCESS);
/* digest the configuration into a linked list of host records */",3,1,0
"		}
ResidueS		*curr_residueSP;
	/* i.e. rotate the O atom about CA-C bond. */
		/* Pointer to the current atom: */
	/* Rotation angle (the old psi value should be equal to 3.1415927): */
	/* Scan all atoms of the current residue: */
	n = ExtractNCA_ (&N_vectorS, &CA_vectorS,
			}
double			phi, psi;
	/* Generate dihedral angles: */
		RotateAtom_ (atomSP, &N_vectorS, &CA_vectorS, delta_phi);
		RotateAtom_ (atomSP, &CA_vectorS, &C_vectorS, delta_psi);
ApplyStructure_ (MolComplexS *mol_complexSP, RuntimeS *runtimeSP)
	/* Scan all atoms of the current residue: */
long_time = (unsigned long) elapsed_time;
		if (strcmp (atomSP->raw_atomS.pure_atom_nameA, ""O"") != 0)
	/* Now extract the new C coordinate; it is required to set psi: */
unsigned long		long_time, short_time;
residuesN = mol_complexSP->residuesN;
	/* Prepare the atomic index range: */
		}
	atom_startI = curr_residueSP->residue_startI;
			continue;
		atomSP = mol_complexSP->atomSP + atomI;
	if (n < 1) continue;
	for (atomI = atom_startI; atomI <= atom_endI; atomI++)
time_t			elapsed_time;
atomsN = mol_complexSP->atomsN;
		       mol_complexSP->atomSP, atom_startI, atom_endI);
size_t			atomsN;
	n = ExtractC_ (&C_vectorS,
short_time = long_time % 30000;
int			residuesN;
		/* Do not rotate H, N and CA: */
size_t			atom_startI, atom_endI, atomI;
		}
srand (random_seed);
AtomS			*atomSP;
random_seed = (unsigned int) short_time;
		/* Rotate only the O atom: */
		RotateAtom_ (atomSP, &CA_vectorS, &C_vectorS, delta_psi);
static unsigned int	random_seed;
}
	/* all atoms except H, N and CA about N-CA bond. */
		atomSP = mol_complexSP->atomSP + atomI;
{
/* 00:00:00 UTC, January 1, 1970,  measured in seconds: */
/* Copy the number of atoms: */
	curr_residueSP = mol_complexSP->residueSP + residueI;
		RotateAtom_ (atomSP, &N_vectorS, &CA_vectorS, delta_phi);
	/* Pointer to the current residue: */
		/* Pointer to the current atom: */
int			sec_structure_code;
		    (strcmp (atomSP->raw_atomS.pure_atom_nameA, ""N"")  == 0) ||
		{
	/* Extract N and CA coordinates: */
/* Generate the pseudo-random seed using the time since */
			continue;
		}
		/* Rotate atom: */
int			residueI;
	for (atomI = atom_startI; atomI <= atom_endI; atomI++)
		/* If this point is reached, rotate O atom about CA-C bond: */
			 mol_complexSP->atomSP, atom_startI, atom_endI);
elapsed_time = time (NULL);
	for (atomI = atom_endI + 1; atomI < atomsN; atomI++)
	delta_psi = psi - 3.1415927;
	atom_endI   = curr_residueSP->residue_endI;
			{
/* Scan the structure: */ 
		/* Pointer to the current atom: */
	/* Set phi angle for the current residue; rotate */
		atomSP = mol_complexSP->atomSP + atomI;
	}
	sec_structure_code = *(runtimeSP->sec_structureP + residueI);
		/* Rotate atom: */
	if (n < 2) continue;
			{
	{
	/* Rotate all atoms after the current residue about N-CA bond: */
/* Return positive value on success: */
	GeneratePhiAndPsi_ (&phi, &psi, sec_structure_code);
		{
	/* Set psi angle  for the current residue, */
/* Copy the number of residues: */
		{
		atomSP = mol_complexSP->atomSP + atomI;
		/* Rotate the current atom about N-CA bond: */
		if ((strcmp (atomSP->raw_atomS.pure_atom_nameA, ""H"")  == 0) ||
	/* The secondary structure code associated with this residue: */
		    (strcmp (atomSP->raw_atomS.pure_atom_nameA, ""CA"") == 0))
			}
	delta_phi = phi + 3.1415927;
		/* Pointer to the current atom: */
static VectorS		N_vectorS, CA_vectorS, C_vectorS;
		{
int			n;
for (residueI = 0; residueI < residuesN; residueI++)
	/* Rotate all atoms after the current residue about CA-C bond: */
return 1;
double			delta_phi, delta_psi;
	/* Rotation angle (the old phi value should be equal to -3.1415927: */
	for (atomI = atom_endI + 1; atomI < atomsN; atomI++)",3,1,1
"        free(opt);
            ;
    status = profile_get_boolean(profile, KDB_MODULE_SECTION, conf_section,
        status = get_db_opt(*t_ptr, &opt, &val);
                                   _(""Unsupported argument \""%s\"" for db2""),
                                        KRB5_DB_GET_REALM(context),
            status = profile_get_string(profile, KDB_REALM_SECTION,
{
        if (status == 0 && pval == NULL) {
        }
    }
    for (t_ptr = db_args; t_ptr && *t_ptr; t_ptr++) {
    if (status != 0)
        /* Check for database_name in the db_module section. */
            /* For compatibility, check for database_name in the realm. */
            dbc->tempdb = 1;
    if (status != 0)
            if (dbc->db_name == NULL) {
        if (opt && !strcmp(opt, ""dbname"")) {
    free(val);
                                    KDB_DB2_DATABASE_NAME, NULL, &pval);
}
    profile_t profile = KRB5_DB_GET_PROFILE(context);
        goto cleanup;
    if (dbc->db_name == NULL) {
    char **t_ptr, *opt = NULL, *val = NULL, *pval = NULL;
    }
            status = EINVAL;
        return status;
                                        DEFAULT_KDB_FILE, &pval);
                                 KRB5_CONF_DISABLE_LOCKOUT, FALSE, &bval);
            goto cleanup;
        } else if (!opt && !strcmp(val, ""merge_nra"")) {
            dbc->hashfirst = TRUE;
    dbc->disable_last_success = bval;
        free(val);
    profile_release_string(pval);
                                        KDB_DB2_DATABASE_NAME,
                status = ENOMEM;
    return status;
        } else if (opt && !strcmp(opt, ""hash"")) {
            goto cleanup;
configure_context(krb5_context context, char *conf_section, char **db_args)
        else if (!opt && !strcmp(val, ""temporary"")) {
    int bval;
cleanup:
        goto cleanup;
            }
    if (status != 0)
        }
            dbc->db_name = strdup(val);
                                   opt ? opt : val);
        } else {
                goto cleanup;
    dbc->disable_lockout = bval;
            krb5_set_error_message(context, status,
    status = ctx_get(context, &dbc);
        status = profile_get_string(profile, KDB_MODULE_SECTION, conf_section,
        dbc->db_name = strdup(pval);
    krb5_error_code status;
    free(opt);
    krb5_db2_context *dbc;
                                 KRB5_CONF_DISABLE_LAST_SUCCESS, FALSE, &bval);
    status = profile_get_boolean(profile, KDB_MODULE_SECTION, conf_section,
        if (status != 0)
        }",3,1,1
"      SCM_WARN_DEPRECATED = 0;
    SCM_WARN_DEPRECATED = 0;
scm_init_deprecation ()
#include ""libguile/deprecation.x""
  else
  else if (!strcmp (level, ""no""))
    }
    SCM_WARN_DEPRECATED = 1;
    {
{
      atexit (print_deprecation_summary);
    level = SCM_WARN_DEPRECATED_DEFAULT;
  const char *level = getenv (""GUILE_WARN_DEPRECATED"");
  if (level == NULL)
  if (!strcmp (level, ""detailed""))
}",3,1,1
"	free(client->longname);
	free(client->auth);
	free(client->secret);
	free(client);
#endif
#ifdef WITH_DYNAMIC_CLIENTS
		 *	Mark it as in the fifo, and remember when we
		client = fr_fifo_pop(deleted_clients);
		 *	still be in use, return.  Otherwise, pop it
			deleted_clients = fr_fifo_create(1024,
client_free(RADCLIENT *client)
		 */
#ifdef WITH_STATS
#endif
{
		}
	free(client->login);
#ifdef WITH_ACCOUNTING
		client->created = now = time(NULL); /* re-set it */
#endif
}
		if ((client->created + 120) >= now) return;
		 *	pushed it.
		 */
		client->dynamic = 3;
	free(client->nastype);
		time_t now;
	free(client->server);
							 (void *) client_free);
	if (client->dynamic == 2) {
		/*
		fr_fifo_push(deleted_clients, client);
#endif
	free(client->password);
		if (!deleted_clients) {
		 *	Peek at the head of the fifo.  If it might
	free(client->acct);
		client = fr_fifo_peek(deleted_clients);
			if (!deleted_clients) return; /* MEMLEAK */
	}
		 *	from the queue and delete it.
		/*
		rad_assert(client != NULL);
	free(client->client_server);
	free(client->shortname);
#ifdef WITH_DYNAMIC_CLIENTS",3,1,1
"	}
	}
	if (!obj) {
                pkg_name = stralloc(""_"");
	    dist_point(a1, b1), curr_unit);
		yyerrorf(""measurement \""%s\"" was not instantiated"", name);
		return 0;
	printf(""%s\n"", s);
	project_meas(inst, &a1, &b1);
		yyerrorf(""unknown object \""%s\"""", name);
	obj = find_obj(frames, name);
	if (!instantiate())
	if (!inst) {
	/* from fped.c:main */
	char *s;
{
	const struct inst *inst;
	const struct obj *obj;
}
	if (!pkg_name)
	free(s);
		return 0;
		return 0;
dbg_meas(const char *name)
	struct coord a1, b1;
        reporter = report_to_stderr;
	return 1;
	s = format_len(obj->u.meas.label ? obj->u.meas.label : """",
	inst = find_meas_hint(obj);",3,1,1
"{
    n->stream = fopen(n->filename, ""r"");
  free(n->filename);
  n = last(stack);
  }
  line = n->line;
      exit(1); */
  free_node((List)n, (List)stack);
  }
  fflush(IOSTREAM);
      exit(1);
    }
  strcpy(FILENAME, n->filename);
  if (n->stream == NULL) {
  Iostack n;
  pipe = n->pipe;
      fprintf(stderr, ""\n\nPipe returned a non-zero error code.\n"");
    if (n->stream == NULL) {
    fclose(IOSTREAM);
  if (pipe) {
  } else {
  IOSTREAM = n->stream;
    if (pclose(IOSTREAM)) {
  oldchar = n->oldchar;
    }
      fprintf(stderr, ""Error: cannot open file \""%s\""\n"", n->filename);
}
      /*error_header();
pop_iostack(void)
  delete_item((List)n);
  oldcharvalid = n->oldcharvalid;",3,1,1
"		syslog(LOG_ERR, ""Invalid proxy specification %s.\n"", parent);
}
		}
	 * Check format and parse it.
		while (i < len && (proxy[i] == ' ' || proxy[i] == '\t'))
		syslog(LOG_ERR, ""Cannot resolve proxy %s, discarding.\n"", parent);
	 */
	aux->port = port;
			return 0;
	 */
	 * No port argument and not parsed from proxy?
	return 1;
	if (debug)
	if (!so_resolv(&host, proxy)) {
	/*
			free(proxy);
		proxy[i++] = 0;
	parent_list = plist_add(parent_list, ++parent_count, (char *)aux);
		return 0;
	/*
	char *proxy;
	if (!port) {
	}
	if (i != len) {
	 *
	aux->resolved = 0;
	strlcpy(aux->hostname, proxy, sizeof(aux->hostname));
	*/
	/*
		myexit(1);
		if (i >= len) {
parent_add(char *parent, int port) {
	}
			i++;
		syslog(LOG_INFO, ""Resolving proxy %s...\n"", proxy);
	}
	proxy_t *aux;
	free(proxy);
	i = strcspn(proxy, "": "");
		free(proxy);
	len = strlen(proxy);
	proxy = strdup(parent);
		port = atoi(proxy+i);
	int len, i;
	 * Try to resolve proxy address
	aux = (proxy_t *)new(sizeof(proxy_t));
		free(proxy);",3,1,1
